
min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
2025-04-14T10:03:00 2025-04-20T17:37:48     24.222     338.32    842.223 
2025-04-22T04:36:36 2025-04-26T19:22:48     27.264    225.151    777.584 
2025-04-29T23:10:12 2025-04-30T05:00:00     18.441      56.53     94.619 
2025-05-01T04:19:12 2025-05-05T01:36:00     42.163    254.235    747.914 
2025-05-07T06:04:12 2025-05-13T13:39:00      2.453    114.435    402.016 
2025-05-14T07:08:24 2025-05-20T03:03:36     17.248    208.436    558.768 
2025-05-22T07:31:48 2025-05-27T21:37:12      34.51    138.966    384.184 
2025-05-30T19:34:48 2025-05-31T18:54:00     21.965    274.815    681.355 
2025-06-02T05:52:48 2025-06-06T03:09:36     11.707    336.867     722.68 
2025-06-07T02:28:48 2025-06-13T15:53:24     38.401    131.262    229.895 
2025-06-14T03:33:00 2025-06-20T05:18:00     13.455     251.93    648.579 
2025-06-21T16:16:48 2025-06-27T12:12:00     10.077    295.151    674.745 
2025-06-29T10:50:24 2025-06-30T21:49:12     13.702    162.946    279.993 
2025-07-01T21:08:24 2025-07-06T23:34:12      2.201    222.322    513.263 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2025-07-07T05:24:00 2025-07-13T18:48:36      2.154    320.888    758.567 
2025-07-16T05:06:36 2025-07-20T19:52:48      6.392    264.489    707.494 
2025-07-21T19:12:00 2025-07-27T09:17:24     10.999    184.969    630.385 
2025-07-28T08:36:36 2025-07-30T18:54:36      34.75    133.182    356.289 
2025-08-01T23:22:48 2025-08-06T19:58:48     71.493    363.415    625.126 
2025-08-09T06:16:48 2025-08-13T09:23:24     18.186    191.029    404.789 
2025-08-15T02:12:00 2025-08-18T11:49:12     14.013    248.464    653.376 
2025-08-22T14:55:48 2025-08-26T23:52:12     15.904    241.895    556.891 
2025-08-28T10:51:00 2025-08-31T20:28:12     33.667    196.292    468.152 
2025-09-02T07:27:00 2025-09-06T16:23:24      5.158    323.172    741.531 
2025-09-07T09:52:48 2025-09-13T17:27:36      4.106    274.342     939.51 
2025-09-14T16:46:48 2025-09-20T12:42:00      9.216    281.343    899.457 
2025-09-21T06:11:24 2025-09-26T20:16:48     29.833    301.598    709.705 
2025-09-30T00:04:12 2025-09-30T00:04:12     36.478    209.135    381.792 
2025-10-01T11:03:00 2025-10-05T19:59:24     10.334    259.682    488.353 
2025-10-07T12:48:00 2025-10-13T02:53:24      8.574    232.232    727.972 
2025-10-14T08:02:24 2025-10-18T05:19:12     18.565    281.719    518.638 
2025-10-21T03:16:48 2025-10-26T11:32:24     38.272    311.379    697.682 
2025-10-28T04:21:00 2025-10-31T19:48:00     38.145    144.319    375.038 
2025-11-01T19:07:12 2025-11-05T22:13:48     35.203    148.309    437.383 
2025-11-07T03:22:48 2025-11-13T22:37:12     16.691    232.794    563.358 
2025-11-14T04:27:00 2025-11-20T23:41:24      9.429     295.48    826.596 
2025-11-21T05:31:12 2025-11-27T13:06:00     14.473    205.276    464.025 
2025-11-29T05:54:36 2025-11-29T23:24:00     34.376    233.309    335.408 
2025-12-02T09:42:00 2025-12-06T18:38:24     41.741    351.809    815.853 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2025-12-07T12:07:48 2025-12-13T13:52:48      3.645    300.231    809.715 
2025-12-15T00:51:36 2025-12-20T20:46:48       3.16     213.39    613.441 
2025-12-21T02:36:36 2025-12-27T16:01:12      8.523    228.462    665.095 
2025-12-28T03:40:48 2025-12-31T23:59:59      0.711    135.965    334.825 
